Review Id,Review Title,Reviewer ID,Writer ID,Feedback Type,Comment Text,Comment Date,Comment Word Count,Writer Helpfulness Rating,Instructor Endorsed,Revision Plan Count
1,Tagasiside kirjutamisülesande näidetele,242777,242105,contextual comment,"Ma avaksin ka läbi faktikontrolli teema ning selle, et ajakirjanikud soovivavad saada rohkem klikke ja like'e ning sellepärast vahel ei huvitagi neid igav töde vaid huvitav väljamõeldis.",18/03/2022 15:32,27,,Yes, 
1,Tagasiside kirjutamisülesande näidetele,242777,242105,contextual comment,"Teemat saab ka avada teistpidi. Vastutada oma sõnavabaduse eest loomingus ja isiklikuselus tuleb eraldi, eriti kui teos pole seotud otseslt inimese enda eluga vaid lihtsalt väljamõeldis. ",18/03/2022 15:32,26,,Yes, 
1,Tagasiside kirjutamisülesande näidetele,242777,242105,contextual comment,"Võib lisaks seda näidet vaadata ka riiklikul tasandil. Kui põhisedustes on kirjas, et riigis on igal kodanikul sõnavabadus, siis riik vastutab ka selle vabaduse säilimise eest.",18/03/2022 15:32,26,,Yes, 
1,Tagasiside kirjutamisülesande näidetele,242777,242105,contextual comment,"Selle plokiga olen samal arvamusel, ei oska midagi lisada. (väga tubli)",18/03/2022 15:32,11,,Yes, 
1,Tagasiside kirjutamisülesande näidetele,242053,242387,rating explanation,"Kõige tugevam on minu meelest viimane näide Ludmillast. Olen natuke kahtleval seisukohal teise näite suhtes, see ei tundu nii konkreetselt teemaga kokku minevat, aga arvan, et vajadusel saab seda sobivalt kasutada. ",18/03/2022 15:21,31,,, 
1,Tagasiside kirjutamisülesande näidetele,242053,242387,likert explanation,Näited on üldiselt tugevad ja põhjalikud.,18/03/2022 15:21,6,,, 
1,Tagasiside kirjutamisülesande näidetele,242053,242387,contextual comment,"Peale võimuorganite kritiseerimisele saaks rääkida ka sellest, millal on võimul õigus sekkuda inimeste sõnavabadusse (paar protesteerijat ju vist vahistati).",18/03/2022 15:21,19,5,,1
1,Tagasiside kirjutamisülesande näidetele,242053,242387,contextual comment,"Siin saaks sisse tuua ka tühistamiskultuuri ja selle, kuidas eri kultuuridest pärit inimestele mõjuvad erinevad sõnad ja ütlemisviisid erinevalt. ",18/03/2022 15:21,19,5,,1
1,Tagasiside kirjutamisülesande näidetele,242053,242387,contextual comment,"Kuna lubaduse täitis alla poole poliitikutest, võib suhtuda meie poliitmaastikusse pigem kriitiliselt. Rääkida näiteks sellest, kuidas lubadusi mitte täitvad poliitikud riiki juhtima ei kõlbagi, sest vastutuse võtmine on täiskasvanud inimese tunnus. ",18/03/2022 15:21,31,5,,1
1,Tagasiside kirjutamisülesande näidetele,242080,242420,rating explanation,,18/03/2022 15:19,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242080,242420,likert explanation,,18/03/2022 15:19,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242080,242420,contextual comment,"Näide on väga hea, aga väites soovitaksin rohkem välja tuua vastutuse ja sõnavabaduse vahelisi seoseid. ",18/03/2022 15:19,15,,Yes, 
1,Tagasiside kirjutamisülesande näidetele,242080,242420,contextual comment,"Nendest neljast väitest-näitest on see mu kõige vähem lemmikum. Ma ei saa eriti aru, mis seos on inimese elukäigu, sõnavabaduse ja vastutuse vahel. Sellisel kujul ma seda näidet ise ei kasutaks kirjandis, kuid kui sa seda selgemalt sõnastad, siis võib see väga heaks näiteks-väiteks kujuneda.",18/03/2022 15:19,45,,, 
1,Tagasiside kirjutamisülesande näidetele,242080,242420,contextual comment,"Näide on väga hea, aga jällegi tundub mulle, et väites võiksid asendada ""toovad alati endaga midagi kaasa"" hoopis konkreetse seosega vastutuse ja sõnavabaduse vahel. Siis su tekst on sujuvam ja seotum.",18/03/2022 15:19,31,,Yes, 
1,Tagasiside kirjutamisülesande näidetele,242080,242420,contextual comment,"Selles näites jääb mulle jälle veidi kaugeks ja arusaamatuks vastutuse ja sõnavabaduse seos. Väites võiksid seda rohkem välja tuua. Üldiselt on su näited väga head, lihtsalt seo kõik vastutusega ja saad ühe imelise kirjandi sellest kirjutada :)",18/03/2022 15:19,37,,Yes, 
1,Tagasiside kirjutamisülesande näidetele,242306,242437,rating explanation,"Väited on lohisevad ja ebaselged, võiks olla lihtsamalt sõnastatud. 3. ja 4. väide ja näide ei lähe kokku ning on liiga raskesti mõistetavad.",18/03/2022 15:16,23,,, 
1,Tagasiside kirjutamisülesande näidetele,242306,242437,likert explanation,Tekstis toodud näited on seotud ülesandes nõutuga.,18/03/2022 15:16,7,,, 
1,Tagasiside kirjutamisülesande näidetele,242306,242437,contextual comment,Näited sobivad väitega ning haakuvad teemaga.,18/03/2022 15:16,6,,, 
1,Tagasiside kirjutamisülesande näidetele,242306,242437,contextual comment,Näide sobib vastutuse ja sõnavabaduse seoste teemaga.,18/03/2022 15:16,7,,, 
1,Tagasiside kirjutamisülesande näidetele,242306,242437,contextual comment,Mulle on see näide ebaselgelt sõnastatud. Väljamõeldised ja sellega kaasnev meediakära võiks küll sobida vastutusega.,18/03/2022 15:16,15,,, 
1,Tagasiside kirjutamisülesande näidetele,242306,242437,contextual comment,"Youtube'i vabandusvideo näide sobib vastutse ja sõnavabaduse seostega kaasaja ühiskonnas. See näitaks, kuidas tuntud Youtuberid teevad oma maine säilitamiseks kõike.",18/03/2022 15:16,20,,, 
1,Tagasiside kirjutamisülesande näidetele,242482,242096,rating explanation,"Näited on küll asjakohased, kuid pole selgitatud väga sügavuti. Mõni näide on lahti seletatud vaid ühe lausega. Samuti pole näited just kõige paremad ning veidikene liiga lihtsad. ",18/03/2022 15:08,27,,, 
1,Tagasiside kirjutamisülesande näidetele,242482,242096,likert explanation,"Näited on küll olemas, kuid pole piisavalt konkreetsed ning lahti seletatud. Selle valdkonna näiteid saab väga laialdaselt kasutada, seega kindlasti on võimalik teda antud teemaga paremaid.",18/03/2022 15:08,26,,, 
1,Tagasiside kirjutamisülesande näidetele,242482,242096,contextual comment,"1. Näide on võetud lugemisülesandest, seega vaja teemakohane. Siiski näitab see, et ei osata mõelda/otsida näiteid silmaringist, vaid lihtsalt kopeeritakse maha.  2. Näide peaks olema konkreetne (nt. tuua välja kindel poliitik, kes on solvanud või halvustanud kedagi istungil - neid näiteid on väga palju). Lisaks võiks laialdasemalt kirjeldada, mida antud näide on toonud kaasa ühiskonnas (poolehoidu/kriitikat). 3. Terve kirjand ongi seotud sellega, kuidas sõnavabadusega kaasneb vastutus. See sobiks pigem sissejuhatusse või esimeseks lõiguks.",18/03/2022 15:08,74,,Yes, 
1,Tagasiside kirjutamisülesande näidetele,242482,242439,rating explanation,"Näited on küll teemaga seotud, kuid pole just kõige paremad kirjandi jaoks. Oleks võinud paremat uurimustööd teha, et leida asjakohasemad näited. Näited pole kõige tugevamad, kuid väited on hästi lahti seletatud.",18/03/2022 15:08,31,,, 
1,Tagasiside kirjutamisülesande näidetele,242482,242439,likert explanation,"Näited on seotud valdkonnaga, millest kirjandit hakkame kirjutama. ",18/03/2022 15:08,8,,, 
1,Tagasiside kirjutamisülesande näidetele,242482,242439,contextual comment,"1. Väga asjakohane näide ning hästi ära põhjendatud väide. 2. Näide läheb teemaga kokku ning on asjakohane. 3. Väite oleks võinud paremini sõnastada, kuid näide on hea ning teemakohane.",18/03/2022 15:08,29,,Yes, 
1,Tagasiside kirjutamisülesande näidetele,242053,241995,rating explanation,"Mõlemad näited on tugevad. Kavatsen ka ise Korolevi näidet kasutada, aga vist natuke teise nurga alt: huvitav on näha, kuidas saab ühest sündmusest nii palju erinevat välja lugeda.",18/03/2022 15:07,28,,, 
1,Tagasiside kirjutamisülesande näidetele,242053,241995,likert explanation,"Mõlemad näited sobivad. Võib-olla oleks mugavam kirjutada rohkemate näidetega, aga see on rohkem isiklik valik. ",18/03/2022 15:07,15,,, 
1,Tagasiside kirjutamisülesande näidetele,242053,241995,contextual comment,"Siin saab rääkida ka anonüümsusest ja sellest, kuidas inimesed arvavad, et selle tõttu ei pea nad oma sõnade eest vastutama.",18/03/2022 15:07,20,5,, 
1,Tagasiside kirjutamisülesande näidetele,242053,241995,contextual comment,"Kaljulaid vabandas ja see oli muidugi õige, sest kohus mõistis Kuusiku õigeks. Samas võiks öelda, et Kaljulaid käitus antud olukorras talle teadaoleva informatsiooni kohaselt väga õigesti: mõne asja suhtes peabki nulltolerants olema. Seega mulle tundub, et Kaljulaid käitus õigemini kui kõik need, kes midagi ei öelnud ja seetõttu hiljem ka vabandama ei pidanud. ",18/03/2022 15:07,53,5,, 
1,Tagasiside kirjutamisülesande näidetele,241984,243191,rating explanation,"Oleksid võinud selgemini välja kirjutada väited, mille kohta antud näited käivad. Vb saime ülesandest pisut teisiti aru. Toodud näited on aga tugevad. Ainult see autoritaarse režiimi näiide võiks ehk konkreetsem olla. Et kus sellised asjad toimuvad.",18/03/2022 15:06,36,,, 
1,Tagasiside kirjutamisülesande näidetele,241984,243191,likert explanation,Oled toonud näiteid nii ajaloost kui ka tänapäeva ühiskonnast ning minu arust sobivad nad hästi antud teemaga.,18/03/2022 15:06,17,,, 
1,Tagasiside kirjutamisülesande näidetele,241984,243191,contextual comment,"Siin oled küsitud seose juba ise loonud. Internetis kipuvad inimesed ära unustama, et tegelikult vastutavad nad oma sõnade eest.",18/03/2022 15:06,19,,, 
1,Tagasiside kirjutamisülesande näidetele,241984,243191,contextual comment,"Autoritaarne režiim paneb pahatihti inimese vastutama ka selle eest, mida ta öelnud või teinud pole, pidades mõnda väljaütlemist riigivastaseks.",18/03/2022 15:06,19,,, 
1,Tagasiside kirjutamisülesande näidetele,241984,243191,contextual comment,"Jällegi see vastutuse kadumise motiiv päris hästi sõnastatud. On tähelepanuväärne, et paljudel on suva ka sellest kui nad räuskavad teiste pihta enda nime ja pildi alt, tundmata mingeid süümepiinu.",18/03/2022 15:06,29,,, 
1,Tagasiside kirjutamisülesande näidetele,242080,242248,rating explanation,,18/03/2022 15:02,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242080,242248,likert explanation,,18/03/2022 15:02,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242080,242248,contextual comment,"Hetkel ei tule minu jaoks seos vastutuse ja sõnavabaduse vahel välja, kuid kui seda paremini selgitad ja välja tood, sobib näide väga hästi. :)",18/03/2022 15:02,24,,, 
1,Tagasiside kirjutamisülesande näidetele,242080,242248,contextual comment,Näide on väga hea ja avab seose vastutuse ja sõnavabaduse vahel. Mina seda ei muudaks :),18/03/2022 15:02,16,,, 
1,Tagasiside kirjutamisülesande näidetele,242080,242248,contextual comment,"Näide mulle meeldib, selgitus on ka väga hea, hästi tehtud!",18/03/2022 15:02,10,,, 
1,Tagasiside kirjutamisülesande näidetele,242446,242147,rating explanation,Teises lõigus olev näide,18/03/2022 14:56,4,,, 
1,Tagasiside kirjutamisülesande näidetele,242446,242147,likert explanation,Tekstis on olemas isegi kolm näidet. Kõik toodud sobivatest allikatest. ,18/03/2022 14:56,10,,, 
1,Tagasiside kirjutamisülesande näidetele,242446,242147,contextual comment,Kõik näited sobivad minu arvates,18/03/2022 14:56,5,,, 
1,Tagasiside kirjutamisülesande näidetele,242446,242142,rating explanation,,18/03/2022 14:51,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242446,242142,likert explanation,Näited on toodud ühiskonnast ja meediast enamasti.,18/03/2022 14:51,7,,, 
1,Tagasiside kirjutamisülesande näidetele,242446,242142,contextual comment,Sobivad minu arvates,18/03/2022 14:51,3,,, 
1,Tagasiside kirjutamisülesande näidetele,242446,242142,contextual comment,Esimene näide ei lähe väga väitega kokku,18/03/2022 14:51,7,,, 
1,Tagasiside kirjutamisülesande näidetele,241984,242658,rating explanation,"Väited on küll olemas, kuid näited on praegu liiga üldistavaad. Võimalik, et sa said ülesandest valesti aru, sest minu hinnangul ei ole põhiseadus, internetikommentaariumid ja Venemaa tsensuur hetkel piisavad näited. Mine täpsemaks ja konkreetsemaks. Mida kehtestab PS, mis kommentaariumitesst sa räägid, kuidas toimib Vene tsensuur. Eeldused sisukateks näideteks on olemas.",18/03/2022 14:46,50,,, 
1,Tagasiside kirjutamisülesande näidetele,241984,242658,likert explanation,Kahjuks valguvad hetkel toodud näited liialt laiali ja ei ole ammendavad.,18/03/2022 14:46,11,,, 
1,Tagasiside kirjutamisülesande näidetele,241984,242658,contextual comment,"Põhiseadus kehtestab, et inimene peab olema valmis enda sõnade eest vastutama. Samas on tal õigus ka ennast vabalt väljendada.",18/03/2022 14:46,19,,, 
1,Tagasiside kirjutamisülesande näidetele,241984,242658,contextual comment,"Paljudele tundub, et internetis öeldu eest ei pea vastutust võtma ning et seal välja öeldut ei tõsteta küberruumist välja. Tegelikkuses see nii ei ole.",18/03/2022 14:46,24,,, 
1,Tagasiside kirjutamisülesande näidetele,241984,242658,contextual comment,Oled tsensuuri seose vastutusega juba päris kenasti sõnastanud. Hästi tehtud.,18/03/2022 14:46,10,,, 
1,Tagasiside kirjutamisülesande näidetele,241883,242880,rating explanation,Näide on väga asjakohane ja põhjalik. Mulle väga meeldib su näide Shane Dawsoni kohta.,18/03/2022 14:31,14,,, 
1,Tagasiside kirjutamisülesande näidetele,241883,242880,likert explanation,"Tekstis on ainult üks näide. Kuigi näide on väga põhjalik ja lähtub antud valdkondadest, oleks sul vaja vähemalt kahte näidet.",18/03/2022 14:31,20,,, 
1,Tagasiside kirjutamisülesande näidetele,241883,242880,contextual comment,"Näide illustreerib väga hästi, kuidas avaliku elu tegelased peavad vastutama oma sõnade eest.",18/03/2022 14:31,13,,, 
1,Tagasiside kirjutamisülesande näidetele,241993,242308,rating explanation,Ivanovi näide meeldib,18/03/2022 14:22,3,,, 
1,Tagasiside kirjutamisülesande näidetele,241993,242308,likert explanation,,18/03/2022 14:22,0,,, 
1,Tagasiside kirjutamisülesande näidetele,241993,242152,rating explanation,komas näide meeldib enim,18/03/2022 14:21,4,,, 
1,Tagasiside kirjutamisülesande näidetele,241993,242152,likert explanation,näited vastavad ülesandele,18/03/2022 14:21,3,,, 
1,Tagasiside kirjutamisülesande näidetele,241883,242640,likert explanation,"Tekstis olevad näited on nõutud valdkondadest, kuid näited on väga üldised. Võiksid tuua välja rohkem fakte, nt et kes ütles, kus ütles (nt Postimees) ja mida ütles. Hea näide on konkreetne ja ka kontrollitav (vt keeleblogi artiklit ""Mõttest väideteni"" https://www.blog.keel.ut.ee/eesti-keele-eksam/mottest-vaideteni/).",18/03/2022 14:17,40,,, 
1,Tagasiside kirjutamisülesande näidetele,241883,242640,rating explanation,Mulle meeldib kõige rohkem sinu näide Prantusmaa õpetaja kohta.,18/03/2022 14:17,9,,, 
1,Tagasiside kirjutamisülesande näidetele,241883,242640,contextual comment,"Näide võiks olla konkreetsem (nt konkreetne juhtum). Kuid sinu praegune näide illustreerib seda, et kommenteerija ei vastuta oma sõnade eest, kuna on tihti peitunud näiteks anonüümsuse taha. Tavaliselt ei julge inimesed päris elus selliseid asju välja öelda.",18/03/2022 14:17,37,,, 
1,Tagasiside kirjutamisülesande näidetele,241883,242640,contextual comment,"                         Näide toob välja, et sõnavabadusega kaasneb siiski inimesel ka seaduslik vastutus tema sõnade eest.                      ",18/03/2022 14:17,16,,, 
1,Tagasiside kirjutamisülesande näidetele,241883,242640,contextual comment,"Näide peaks olema palju konkreetsem (taaskord nt konkreetne juhtum). Siinjuures märgin veel, et Eesti Vabariigis pole vihakõne seadusega keelatud. Näidet saaks kasutada mõne teise riigi kontekstis. Üldiselt on siiski tegu hea näitega, mis illustreerib, et vihakõnega kaasneb seaduslik vastutus.",18/03/2022 14:17,39,,, 
1,Tagasiside kirjutamisülesande näidetele,241883,242640,contextual comment,"Näites on olemas sõnavabaduse osa, kuid vastutust see otseselt ei illustreeri. Võiksid lisada, mis sai õpetaja kiusajatest (mis vastutust nad kandsid).",18/03/2022 14:17,21,,, 
1,Tagasiside kirjutamisülesande näidetele,241897,242119,rating explanation,"Mulle meeldib kõige enam koolikiusamise näide, sest seal tuleb selgelt välja, et kõike ei saa öelda, sest see võib mõjutada kiusatavaid negatiivselt.  Oleksin oodanud, et vastuses tuuakse välja kiusatavate vaimse tervise halvenemine, sest just kiusamise tagajärjel halvenenud vaimne tervis mõjutab hakkamasaamist koolis.  Ja mida peetakse silmas tõsiste tagajärgede all viimases lauses?",18/03/2022 14:14,53,,, 
1,Tagasiside kirjutamisülesande näidetele,241897,242119,likert explanation,"Näited on toodud ühiskonnast, mis sobitub ülesandega.",18/03/2022 14:14,7,,, 
1,Tagasiside kirjutamisülesande näidetele,241897,242119,contextual comment,"Ma ei saa tegelikult hästi aru, kuidas siis vastutatakse sotsiaalmeedias oleva negatiivse tooni eest. Järgmises lõigus on olemas küll tagajärjed, aga vastutuse aspekti ei näe.",18/03/2022 14:14,25,,, 
1,Tagasiside kirjutamisülesande näidetele,241897,242119,contextual comment,"Näites ilmneb, et hoolimata tänapäeva ühiskonnale omasest õigusest oma arvamust avaldada ei saa öelda päris kõike, sest see võib tuua tõsiseid tagajärgi (mille eest vastutada) Aga kuidas kiusajad vastutavad oma sõnade eest?",18/03/2022 14:14,32,,, 
1,Tagasiside kirjutamisülesande näidetele,241897,242119,contextual comment,Minu arust ei olnud Trumpi ametiajal USA-s tsensuuri? Võib-olla mitte kõige õnnestunum näide. Ja kuidas ta lõpuks vastutas oma mõjuvõimu poole püüdlustega öeldud sõnade eest?,18/03/2022 14:14,25,,, 
1,Tagasiside kirjutamisülesande näidetele,242040,242551,rating explanation,Mulle jäi silma Orwelli näide.,18/03/2022 14:10,5,,, 
1,Tagasiside kirjutamisülesande näidetele,242040,242551,likert explanation,"Näited on toodud meediast, ilukirjandusest ja ühiskonnast.",18/03/2022 14:10,7,,, 
1,Tagasiside kirjutamisülesande näidetele,242040,242551,contextual comment,Oma sõnade eest peab olema valmis vastutama. ,18/03/2022 14:10,7,5,Yes, 
1,Tagasiside kirjutamisülesande näidetele,242040,242551,contextual comment,"Seoksin selle esimese väitega kokku, mõlemad räägivad tühistamisest ja oma sõnade eest vastutamisest.",18/03/2022 14:10,13,5,, 
1,Tagasiside kirjutamisülesande näidetele,242040,242551,contextual comment,Mitte kõikides kultuuriruumises/riikides ei ole sõnavabadus sama tähendusega kui Eestis. Tuleb arvestada teiste normidega ning olema valmis vastutama.,18/03/2022 14:10,18,5,Yes, 
1,Tagasiside kirjutamisülesande näidetele,242040,242551,contextual comment,"Olgugi et sõnavabadust ei saa piirata, tuleks enne ütlemist mõelda, mis tagajärjed võivad öeldul olla.",18/03/2022 14:10,15,5,Yes, 
1,Tagasiside kirjutamisülesande näidetele,243148,242070,rating explanation,Solvamise ja halvustamise kohta on näited väga hea tuua ja need on tihedalt seotud sõnavabaduse ja vastutusega.Iga väite kohta on toodud sobivad näited.,18/03/2022 14:09,23,,, 
1,Tagasiside kirjutamisülesande näidetele,243148,242070,likert explanation,"Näiteid on rohkem kui kaks, mis on hea, kuna see näiab kui palju sa asju tead. Siiski kõik näited on toodud meediast ja see muudaks kirjandi natuke igavaks, näiteid võiks tuua teistest valdkondatest ka.",18/03/2022 14:09,34,,, 
1,Tagasiside kirjutamisülesande näidetele,243148,242070,contextual comment,"Venemaal on piiratud sõnavabadus eriti meedias, seega see näide sobib hästi sõnavabaduse juurde.",18/03/2022 14:09,13,,, 
1,Tagasiside kirjutamisülesande näidetele,243148,242070,contextual comment,"Meedia on tugevalt seotud sõnavabadusega, näide on seoses sõnavabadusega, aga vastutust ei saa keegi võtta.",18/03/2022 14:09,15,,, 
1,Tagasiside kirjutamisülesande näidetele,243148,242070,contextual comment,"Näide on väga hea, seost luua vastutuse ja sõnavabaduse vahel.",18/03/2022 14:09,10,,, 
1,Tagasiside kirjutamisülesande näidetele,243148,242070,contextual comment,Seos on olemas ja meedias halvustamise eest tuleb võtta vastutus.,18/03/2022 14:09,10,,, 
1,Tagasiside kirjutamisülesande näidetele,243175,242411,rating explanation,"Põhja-Korea on totalitaarne riik, kus oma arvamuse väljendamise eest võib vangi minna.",18/03/2022 14:01,12,,, 
1,Tagasiside kirjutamisülesande näidetele,243175,242411,likert explanation,Näited on hästi sõnastatud ning konkreetsed. ,18/03/2022 14:01,6,,, 
1,Tagasiside kirjutamisülesande näidetele,243175,242411,contextual comment,"Esimese näitel on näha, et Põhja-Koreas on oma arvamuse avaldamine rangelt piiratud ning see seisab sõnavabaduse vastu.",18/03/2022 14:01,17,5,, 
1,Tagasiside kirjutamisülesande näidetele,243175,242411,contextual comment,"Teisel näitel on väga hästi välja toodud, milles sõnavabadus väljendub ning igal inimesel on palju mõtteid ja arvamusi ning neid peakski olema õigus avaldada.",18/03/2022 14:01,24,5,, 
1,Tagasiside kirjutamisülesande näidetele,242040,242436,rating explanation,"Minule jäi silma teine väide, väga hea näide sellest, kuidas sõnavabadust ära kasutatakse.",18/03/2022 13:59,13,,, 
1,Tagasiside kirjutamisülesande näidetele,242040,242436,likert explanation,Näited on toodud meediast ja tänapäeva ühiskonnast.,18/03/2022 13:59,7,,, 
1,Tagasiside kirjutamisülesande näidetele,242040,242436,contextual comment,"Need inimesed, kes internetis anonüümselt kommenteerivad, arvates, et sõnavabadus lubab neil kõike kommenteerida, peaksid olema valmis vastutama oma öeldu eest.",18/03/2022 13:59,20,,, 
1,Tagasiside kirjutamisülesande näidetele,242040,242436,contextual comment,"Sõnavabadust kasutatakse kurjasti ära, mõtlemata enda sõnade eest vastutamisele.",18/03/2022 13:59,9,,, 
1,Tagasiside kirjutamisülesande näidetele,242040,242436,contextual comment,Kõikides maades ei ole sõnavabaduse mõiste sama tähendusega kui Eestis.,18/03/2022 13:59,10,,, 
1,Tagasiside kirjutamisülesande näidetele,243175,242281,rating explanation,"Poelettide tühjaks ostmine ei toimunud mitte koroona, vaid remonti vajava kaupluse tõttu.",18/03/2022 13:56,12,,, 
1,Tagasiside kirjutamisülesande näidetele,243175,242281,likert explanation,Kaks näidet on olemas ning väga konkreetselt ja hästi sõnastatud.,18/03/2022 13:56,10,,, 
1,Tagasiside kirjutamisülesande näidetele,243175,242281,contextual comment,"Esimesel näitel on kohe näha seost vastutuse ja selle võtmisega, kus on välja toodud, et idee algataja peaks oma tegude eest vastutuse võtma.",18/03/2022 13:56,23,,Yes, 
1,Tagasiside kirjutamisülesande näidetele,243175,242281,contextual comment,"Teisel näitel on ka näha, et avaliku elu tegelased peaksid oma tegude eest vastutama, oled siis nii kõrgel ja võimukas kui tahes.",18/03/2022 13:56,22,,Yes, 
1,Tagasiside kirjutamisülesande näidetele,243148,242029,rating explanation,Näited on teemale asjakohased ja toetavad väidet. Näide Donald Trumpi kohta on väga hea sarnasuse toomise võimalus sõnavabaduse ja vastutuse vahel.,18/03/2022 13:55,21,,, 
1,Tagasiside kirjutamisülesande näidetele,243148,242029,likert explanation,"Näide on toodud Donald Trumpist ja tema ütlemiste kohta, Ukraina presidendi ja USA Kongressi Zoomi kohtumisest ning sellega kaasnevast reeglite eiramisest. Kersti Kaljurandi presidendiks valimise näide ja kuidas ta sai kriitikat. Kõik näited seostuvad kenasti valdkonnaga.",18/03/2022 13:55,36,,, 
1,Tagasiside kirjutamisülesande näidetele,243148,242029,contextual comment,Näides on seos toodud öelduga ja sellega vastutuse võtmisega.,18/03/2022 13:55,9,,, 
1,Tagasiside kirjutamisülesande näidetele,243148,242029,contextual comment,Näide on sobiv ja näitab kuidas inimese privaatsus on seotud sõnavabadusega.,18/03/2022 13:55,11,,, 
1,Tagasiside kirjutamisülesande näidetele,243148,242029,contextual comment,"Kriitika on tihedalt seotud sõnavabadusega ja seda esineb palju, seega on näide asja- ja ajakohane.",18/03/2022 13:55,15,,, 
1,Tagasiside kirjutamisülesande näidetele,241897,242665,rating explanation,"Mulle meeldib kõige enam teine näide Mirjam Hundi postituse kohta, sest seal ilmneb hästi, kuidas ka oma sotsiaalmeedia sisus - kus tundub, et saab olla üsna vaba - tuleb olla tähelepanelik, et vältida arusaamatusi, mis võivad probleeme tekitada. Vaatasin, et oled kohe alustanud sisuliste lõikude kirjutamist. Iseenesest on sellega järgmistes etappides kergem, ehkki arvan, et näide ja väide eraldi väljakirjutatuna oleks olnud sulle natuke rohkem kasuks, niimoodi oleksid töötanud selle vahesammu detailsemalt läbi.  Minu arvates on näited üldiselt asjakohased ja sobivad. Samas jäin mõtlema, kas ""Keisri hullu"" näide sobib teksti, kus tuleb analüüsida sõnavabaduse ja vastutuse seoseid tänapäeva ühiskonnas. Ehk õnnestub sul mõelda mõne teose peale, mis on nüüd hiljaaegu ühiskonnas kellegi vahel vastuolu tekitanud?   ""Keisri hullu"" näite puhul oleks võinud kirjas olla ka konkreetsem näide sellest, kuidas Kross viitas NL olustikule.",18/03/2022 13:49,133,,, 
1,Tagasiside kirjutamisülesande näidetele,241897,242665,likert explanation,Tekstis on toodud näited nii ilukirjandusest kui meediast.,18/03/2022 13:49,8,,, 
1,Tagasiside kirjutamisülesande näidetele,241897,242665,contextual comment,"Siit tuleb hästi välja, et Alari Kivisaar avaldas teema kohta vabalt oma arvamust sõnu eriliselt valimata, mille tagajärjeks aga korraldati petitsioon tema vastu. Aga võiks täpsemalt kirjas olla, milles seisnes selle petitsiooni sisu, et lugeja saaks aru, kuidas Kivisaar lõpuks vastutas oma öeldu eest.",18/03/2022 13:49,44,5,Yes, 
1,Tagasiside kirjutamisülesande näidetele,241897,242665,contextual comment,"Näites ilmneb, et Mirjam Hunt postitas oma sotsiaalmeedia kontole postituse sisu hoolikamalt läbi mõtlemata ja sellele reageeriti, mille tõttu pidi Hunt oma öeldu eest vastutama ja olukorda selgitama.",18/03/2022 13:49,28,5,Yes, 
1,Tagasiside kirjutamisülesande näidetele,241897,242665,contextual comment,"Ilukirjanduses on lubatud kirjutada kõigest (sõnavabadus), kuid see võib sõltuda ühiskonna iseloomust, kus võidakse oma kirjutatu eest tõsiselt vastutama panna. (Nõukogude okupatsioonis kehtis tsensuur ja karistati tõesti teisitimõtlejaid)",18/03/2022 13:49,28,5,Yes, 
1,Tagasiside kirjutamisülesande näidetele,242246,242359,rating explanation,,18/03/2022 13:14,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242246,242359,likert explanation,,18/03/2022 13:14,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242246,243067,rating explanation,,18/03/2022 13:14,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242246,243067,likert explanation,,18/03/2022 13:14,0,,, 
1,Tagasiside kirjutamisülesande näidetele,242021,242362,rating explanation,Teine tekst on kõige asjakohasem,18/03/2022 13:12,5,,, 
1,Tagasiside kirjutamisülesande näidetele,242021,242362,likert explanation,Esimene tekst jääb liiga üldiseks ja on laialivalguv. Otsest seost ei teki. ,18/03/2022 13:12,12,,, 
1,Tagasiside kirjutamisülesande näidetele,242021,242362,contextual comment,Kogu tekst on liiga üldine. Võiks olla konkreetsem. Mis infot tahtlikult valesti edastatakse ning millised seisukohti inimesed võtavad. Seost ei ole,18/03/2022 13:12,21,1,Yes, 
1,Tagasiside kirjutamisülesande näidetele,242021,242362,contextual comment,Seos on. ,18/03/2022 13:12,2,,, 
1,Tagasiside kirjutamisülesande näidetele,242088,242277,rating explanation,"On ainult 1 näide ning ka see on arusaamatult vormistatud. Ei ole kindel, kuidas väide ja näide seotud on.",18/03/2022 13:07,19,,, 
1,Tagasiside kirjutamisülesande näidetele,242088,242277,likert explanation,Tundub olevat 1 näide ja 1 väide.,18/03/2022 13:07,7,,, 
1,Tagasiside kirjutamisülesande näidetele,242088,242277,contextual comment,"See kõik 1 näide ja segaselt vormistatud. Võiks olla täpsemalt ja pikemalt kirjas, mis täpselt juhtus.",18/03/2022 13:07,16,,Yes, 
1,Tagasiside kirjutamisülesande näidetele,242088,242097,rating explanation,Näited ja väited sobivad kokku.,18/03/2022 13:04,5,,, 
